"","Plant","VSLNumber","SampleID","Day_Initial_Actual","CVTA_D10","CVTA_D14","CVTA_D17","CVTA_D21","CVTA_D7","CVTA_DI","SPC_D10","SPC_D14","SPC_D17","SPC_D21","SPC_D7","SPC_DI","LOD_CVTA_D10","LOD_CVTA_D14","LOD_CVTA_D17","LOD_CVTA_D21","LOD_CVTA_D7","LOD_CVTA_DI","LOD_SPC_D10","LOD_SPC_D14","LOD_SPC_D17","LOD_SPC_D21","LOD_SPC_D7","LOD_SPC_DI"
"148","Hood-Concord","435","73",2,92,"10","10","10",10,"10","1020","1680","583","511",767,1260,"OK","<","<","<","<","<","OK","OK","OK","OK","OK","OK"
"149","Hood-Concord","435","73-1",2,10,"10","10","10",10,"10","939","1030","552","950",715,1140,"<","<","<","<","<","<","OK","OK","OK","OK","OK","OK"
"150","Hood-Concord","435","73-2",2,10,"10","10","4e+05",10,"10","736","1100","5120","4e+05",1030,1200,"<","<","<",">","<","<","OK","OK","OK",">","OK","OK"
"151","Hood-Concord","438","22",2,10,"4540","412000","1000",10,"10","2950","10400","727000","2020000",3580,5600,"<","OK","OK","<","<","<","OK","OK","OK","OK","OK","OK"
"152","Hood-Concord","438","22-1",2,10,"10","10","10",10,"10","4180","7710","93900","902000",5140,5730,"<","<","<","<","<","<","OK","OK","OK","OK","OK","OK"
"153","Hood-Concord","438","22-2",2,10,"10","10","10",10,"10","3940","6390","101000","549000",4280,4850,"<","<","<","<","<","<","OK","OK","OK","OK","OK","OK"
"154","Hood-Concord","438","23",2,10,"10","10","10",10,"10","1230","1960","2910","231000",1680,2760,"<","<","<","<","<","<","OK","OK","OK","OK","OK","OK"
"155","Hood-Concord","438","23-1",2,10,"10","10","10",10,"10","2180","3310","4370","227000",2090,2670,"<","<","<","<","<","<","OK","OK","OK","OK","OK","OK"
"156","Hood-Concord","438","23-2",2,3540000,"82200000","93700000","1.25e+08",11300,"10","3650000","10600000","1.16e+08","86700000",15900,2710,"OK","OK","OK","OK","OK","<","OK","OK","OK","OK","OK","OK"
"157","Hood-Concord","440","82",2,12600000,"2.34e+08","84700000","2.38e+08",7320,"10","10200000","1.97e+08","55900000","2.76e+08",6940,951,"OK","OK","OK","OK","OK","<","OK","OK","OK","OK","OK","OK"
"158","Hood-Concord","440","82-1",2,10,"10","10","10",10,"10","1610","55100","3330000","17800000",624,910,"<","<","<","<","<","<","OK","OK","OK","OK","OK","OK"
"159","Hood-Concord","440","82-2",2,10,"4e+05","10","10",10,"10","1300","4e+05","1600000","27900000",593,939,"<",">","<","<","<","<","OK",">","OK","OK","OK","OK"
"160","Hood-Concord","440","83",2,10,"10","10","10",10,"10","1110","1300","7200","841000",787,1180,"<","<","<","<","<","<","OK","OK","OK","OK","OK","OK"
"161","Hood-Concord","440","83-1",2,1240,"10","11500000","10",10,"10","2080","2340","10300000","734000",695,859,"OK","<","OK","<","<","<","OK","OK","OK","OK","OK","OK"
"162","Hood-Concord","440","83-2",2,11500000,"1000","10","10",26900,"10","10800000","1000","61400","881000",27800,685,"OK","<","<","<","OK","<","OK","<","OK","OK","OK","OK"
"163","Hood-Portland","433","31",2,10,"4e+06","1000","6.03e+08",10,"10","17700","82300000","2.94e+08","2.76e+10",614,838,"<","OK","<","OK","<","<","OK","OK","OK","OK","OK","OK"
"164","Hood-Portland","433","32",2,11300000,"2.92e+08","2.7e+08","6.51e+08",4790,"10","11300000","2.16e+08","2.35e+08","7.08e+08",3510,174,"OK","OK","OK","OK","OK","<","OK","OK","OK","OK","OK","OK"
"165","Hood-Portland","433","32-1",2,10,"10","10","10",10,"10","205","102","174","3100",184,123,"<","<","<","<","<","<","OK","OK","OK","OK","OK","OK"
"166","Hood-Portland","433","32-2",2,10,"10","10","215",10,"10","92","92","440","28100",123,174,"<","<","<","OK","<","<","OK","OK","OK","OK","OK","OK"
"167","Hood-Portland","433","33",2,10,"37900","100","10",10,"10","205","38700","204","9830",368,307,"<","OK","<","<","<","<","OK","OK","OK","OK","OK","OK"
"168","Hood-Portland","433","33-1",2,121000,"23300000","10000","10",2130,"10","1700000","26800000","10000","3520",1690,297,"OK","OK","<","<","OK","<","OK","OK","<","OK","OK","OK"
"169","Hood-Portland","433","33-2",2,10,"10","10","10",10,"10","266","205","215","3260",215,491,"<","<","<","<","<","<","OK","OK","OK","OK","OK","OK"
"170","Hood-Portland","433","34",2,6870000,"2.13e+08","0","1.68e+09",878,"10","8330000","2.73e+08","0","1.43e+09",1120,225,"OK","OK","OK","OK","OK","<","OK","OK","OK","OK","OK","OK"
"171","Hood-Portland","435","82",2,10,"331000","42600","1000",10,"10","877","292000","4060000","4560000",409,521,"OK","OK","OK","<","<","<","OK","OK","OK","OK","OK","OK"
"172","Hood-Portland","435","82-1",2,10,"21600","1000","1000",10,"10","654","5250","127000","4140000",603,716,"<","OK","<","<","<","<","OK","OK","OK","OK","OK","OK"
"173","Hood-Portland","435","82-2",2,2.5e+07,"2.55e+08","7.59e+08","6.11e+08",12800,"10","16900","29200000","7.99e+08","1.83e+08",13900,552,"OK","OK","OK","OK","OK","<","OK","OK","OK","OK","OK","OK"
"174","Hood-Portland","435","83",2,10,"10","10","10",10,"10","256","266","1510","4e+05",246,348,"<","<","<","<","<","<","OK","OK","OK",">","OK","OK"
"175","Hood-Portland","435","83-1",2,2190,"4270000","1000","10200000",20,"10","2360","3570000","10000","15700000",133,399,"OK","OK","<","OK","OK","<","OK","OK","<","OK","OK","OK"
"176","Hood-Portland","435","83-2",2,10,"10","4e+05","2750",10,"10","399","225","4e+05","6520",225,358,"<","<",">","OK","<","<","OK","OK",">","OK","OK","OK"
"177","Hood-Portland","438","32",2,10,"10","10","10",10,"10","92","327","174","22000",31,72,"<","<","<","<","<","<","OK","OK","OK","OK","OK","OK"
"178","Hood-Portland","438","32-1",2,10,"10","10","10",10,"10","31","133","1650","3690",21,20,"<","<","<","<","<","<","OK","OK","OK","OK","OK","OK"
"179","Hood-Portland","438","32-2",2,10,"10","10","10",10,"10","21","21","20","910",82,10,"<","<","<","<","<","<","OK","OK","OK","OK","OK","OK"
"180","Hood-Portland","438","33",2,279000,"1550000","365000","2130000",2350,"10","50600","5950000","132000","832000",61,72,"OK","OK","OK","OK","OK","<","OK","OK","OK","OK","OK","OK"
"181","Hood-Portland","438","33-1",2,10,"10","4e+05","10",10,"10","31","21","4e+05","939",72,82,"<","<",">","<","<","<","OK","OK",">","OK","OK","OK"
"182","Hood-Portland","438","33-2",2,17800000,"2.64e+08","5.32e+08","3.99e+08",139000,"31","20700000","2.97e+08","5.22e+08","5.73e+08",163000,51,"OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK"
"183","Hood-Portland","440","92",2,10,"10","10","10",10,"10","10","979","3230","235000",20,10,"<","<","<","<","<","<","OK","OK","OK","OK","OK","OK"
"184","Hood-Portland","440","92-1",2,11300000,"86100000","1.69e+08","72800000",53000,"10","9420000","38100000","1.06e+08","68700000",46000,72,"OK","OK","OK","OK","OK","<","OK","OK","OK","OK","OK","OK"
"185","Hood-Portland","440","92-2",2,10,"10","10","10",10,"10","31","92","2990","32300",41,51,"<","<","<","<","<","<","OK","OK","OK","OK","OK","OK"
"186","Hood-Portland","440","93",2,10,"10","10","10",10,"10","72","21","327","665",41,102,"<","<","<","<","<","<","OK","OK","OK","OK","OK","OK"
"187","Hood-Portland","440","93-1",2,11300000,"1.23e+08","4.54e+08","2.37e+08",44300,"10","9410000","14400000","1.2e+08","90200000",38200,143,"OK","OK","OK","OK","OK","<","OK","OK","OK","OK","OK","OK"
"188","Hood-Portland","440","93-2",2,10,"4e+05","91000","605000",10,"10","51","4e+05","395000","1080000",51,20,"<",">","OK","OK","<","<","OK",">","OK","OK","OK","OK"
"189","Stewart's","435","12",0,10,"10","10","10",10,"10","287","961","1010","42700",300,370,"<","<","<","<","<","<","OK","OK","OK","OK","OK","OK"
"190","Stewart's","435","12-1",0,19700000,"100","100","10",10600,"10","2.4e+07","205","1130","705",90800,480,"OK","<","<","<","OK","<","OK","OK","OK","OK","OK","OK"
"191","Stewart's","435","13",0,10,"10","10","10",10,"10","215","450","266","1430",280,400,"<","<","<","<","<","<","OK","OK","OK","OK","OK","OK"
"192","Stewart's","435","13-1",0,19700000,"3.61e+08","4.02e+08","6.5e+08",111000,"10","24300000","2.6e+08","4.73e+08","7.29e+08",98200,388,"OK","OK","OK","OK","OK","<","OK","OK","OK","OK","OK","OK"
"193","Stewart's","435","13-2",0,10,"10","10","10",10,"10","440","327","28100","270000",327,419,"<","<","<","<","<","<","OK","OK","OK","OK","OK","OK"
"194","Stewart's","437","82",2,10,"10","10","276",10,"10","153","112","72","869",164,133,"<","<","<","OK","<","<","OK","OK","OK","OK","OK","OK"
"195","Stewart's","437","82-1",2,82,"14400","358000","1120000",10,"10","236","13800","353000","1390000",133,174,"OK","OK","OK","OK","<","<","OK","OK","OK","OK","OK","OK"
"196","Stewart's","437","83",2,10,"10","10","10",10,"10","184","174","133","317",164,184,"<","<","<","<","<","<","OK","OK","OK","OK","OK","OK"
"197","Stewart's","437","83-1",2,10,"10","10","10",10,"10","164","82","194","123",225,266,"<","<","<","<","<","<","OK","OK","OK","OK","OK","OK"
"198","Stewart's","437","83-2",2,10,"10","10","10",10,"10","194","123","266","245",92,143,"<","<","<","<","<","<","OK","OK","OK","OK","OK","OK"
"199","Stewart's","440","12",0,10,"10","10","10",10,"10","123","889","348","273000",112,70,"<","<","OK","<","<","<","OK","OK","OK","OK","OK","OK"
"200","Stewart's","440","12-1",0,10,"10","10","10",10,"10","102","61","1030","18400",31,51,"<","<","<","<","<","<","OK","OK","OK","OK","OK","OK"
"201","Stewart's","440","13",0,10,"10","10","10",10,"10","51","113","3630","3120",41,90,"<","<","<","<","<","<","OK","OK","OK","OK","OK","OK"
"202","Stewart's","440","13-1",0,10,"10","10","10",10,"10","51","82","736","184",31,31,"<","<","<","<","<","<","OK","OK","OK","OK","OK","OK"
"203","Stewart's","440","13-2",0,10,"10","10","10",10,"10","41","82","40100","840000",61,51,"<","<","<","<","<","<","OK","OK","OK","OK","OK","OK"
"204","Stewart's","442","82",2,10,"10","10","10",10,"10","112","194","4660","599000",41,143,"<","<","<","<","<","<","OK","OK","OK","OK","OK","OK"
"205","Stewart's","442","82-1",2,10,"10","10","10",10,"10","143","143","72","552",133,154,"<","<","<","<","<","<","OK","OK","OK","OK","OK","OK"
"206","Stewart's","442","83",2,10,"4e+05","10","10",10,"10","113","4e+05","82","16200",92,92,"<",">","<","<","<","<","OK",">","OK","OK","OK","OK"
"207","Stewart's","442","83-1",2,10,"10","10","10",10,"10","61","31","133","1170",82,102,"<","<","<","<","<","<","OK","OK","OK","OK","OK","OK"
"208","Upstate Buffalo","434","31",1,43500,"1.39e+08","9.25e+08","NotTested",51,"10","78700","1.38e+08","1.53e+09","5210000",113,31,"OK","OK","OK","OK","OK","<","OK","OK","OK","OK","OK","OK"
"209","Upstate Buffalo","434","32",1,29900000,"99600000","7.91e+08","2.7e+10",35800,"10","47600000","99300000","1.34e+09","2.79e+10",29700,31,"OK","OK","OK","OK","OK","<","OK","OK","OK","OK","OK","OK"
"210","Upstate Buffalo","434","32-1",1,10,"10","10","10",10,"10","112","205","2830","51700",450,399,"<","<","<","<","<","<","OK","OK","OK","OK","OK","OK"
"211","Upstate Buffalo","434","32-2",1,1520000,"28300000","10000","1000",542,"10","1e+06","17600000","10200","52100",1480,726,"OK","OK","<","<","OK","<","OK","OK","OK","OK","OK","OK"
"212","Upstate Buffalo","434","33",1,25900000,"6670000","NotTested","1.79e+09",17300,"10","64800000","1960000","245000","1.77e+09",13500,41,"OK","OK","OK","OK","OK","<","OK","OK","OK","OK","OK","OK"
"213","Upstate Buffalo","434","33-1",1,13400000,"38700000","43500000","1.76e+08",16200,"10","12700000","30300000","39600000","1.76e+08",20900,61,"OK","OK","OK","OK","OK","<","OK","OK","OK","OK","OK","OK"
"214","Upstate Buffalo","434","34",1,41300000,"1.63e+08","3.67e+08","1.83e+10",51,"10","20300000","2.05e+08","3.88e+08","2.3e+10",113,31,"OK","OK","OK","OK","OK","<","OK","OK","OK","OK","OK","OK"
"215","Upstate Buffalo","436","72",0,10,"10","10","10",10,"10","419","994","22300","1260000",614,777,"<","<","<","<","<","<","OK","OK","OK","OK","OK","OK"
"216","Upstate Buffalo","436","72-1",0,10,"10","10","10",10,"10","726","705","5400","128000",675,705,"<","<","<","<","<","<","OK","OK","OK","OK","OK","OK"
"217","Upstate Buffalo","436","72-2",0,10,"10","10","10",10,"10","583","777","11300","1240000",868,828,"<","<","<","<","<","<","OK","OK","OK","OK","OK","OK"
"218","Upstate Buffalo","436","73",0,20,"48100","1380000","7670000",10,"10","878","47000","1340000","11900000",1140,960,"OK","OK","OK","OK","<","<","OK","OK","OK","OK","OK","OK"
"219","Upstate Buffalo","436","73-1",0,10,"4e+05","10","10",10,"10","705","1400","23900","2360000",857,900,"<",">","<","<","<","<","OK","OK","OK","OK","OK","OK"
"220","Upstate Buffalo","436","73-2",0,10,"10","10","10",10,"1","685","1050","17900","176000",869,940,"<","<","<","<","<","<","OK","OK","OK","OK","OK","OK"
"221","Upstate Buffalo","439","32",1,10,"10","15600000","10",10,"10","1660","319000","4e+08","1.67e+08",1860,1350,"<","<","OK","<","<","<","OK","OK",">","OK","OK","OK"
"222","Upstate Buffalo","439","32-1",0,10,"82","10","10",10,"10","1890","1070","10100","398000",1510,3710,"<","OK","OK","<","<","<","OK","OK","OK","OK","OK","OK"
"223","Upstate Buffalo","439","32-2",0,10,"10","10","440",10,"10","2150","1470","1800","62600",1700,3220,"<","<","<","OK","<","<","OK","OK","OK","OK","OK","OK"
"224","Upstate Buffalo","439","33",1,10,"10","2.11e+08","1320000",10,"10","1370","1630","3.7e+08","1840000",1640,1520,"<","<","OK","OK","<","<","OK","OK","OK","OK","OK","OK"
"225","Upstate Buffalo","439","33-1",0,24500000,"1000","10","1.93e+08",98600,"10","3e+07","1000","2440","2.27e+08",189000,2240,"OK","<","<","OK","OK","<","OK","<","OK","OK","OK","OK"
"226","Upstate Buffalo","439","33-2",0,35500000,"1.33e+08","2.66e+08","3.46e+08",96900,"10","32800000","3e+07","2.52e+08","3.32e+08",126000,2620,"OK","OK","OK","OK","OK","<","OK","OK","OK","OK","OK","OK"
"227","Upstate Buffalo","441","92",2,10,"10","10","10",10,"10","1500","1660","2280","41700",1720,5900,"<","<","<","<","<","<","OK","OK","OK","OK","OK","OK"
"228","Upstate Buffalo","441","92-1",2,10,"10","10","10",10,"10","1800","2380","3130","20900",2230,2440,"<","<","<","<","<","<","OK","OK","OK","OK","OK","OK"
"229","Upstate Buffalo","441","92-2",2,10,"30100","10","10",10,"10","7750","39300","480000","5640000",2470,2610,"<","OK","<","<","<","<","OK","OK","OK","OK","OK","OK"
"230","Upstate Buffalo","441","93",2,10,"10","10","4e+05",10,"10","10","72","511","4e+05",92,51,"<","<","<",">","<","<","OK","OK","OK",">","OK","OK"
"231","Upstate Buffalo","441","93-1",2,10,"10","10","10",10,"10","41","92","1370","4e+05",10,20,"<","<","<","<","<","<","OK","OK","OK",">","<","OK"
"232","Upstate Buffalo","441","93-2",2,40600000,"1.19e+08","4.03e+08","3.05e+08",88600,"10","42800000","1.09e+08","4.07e+08","4.69e+08",89300,10,"OK","OK","OK","OK","OK","<","OK","OK","OK","OK","OK","OK"
"233","Upstate Buffalo","458","31",2,20,"20","20","4e+05",20,"20","11","63","1200","4e+05",60,20,"<","<","<",">","<","<","OK","OK","OK",">","OK","OK"
"234","Upstate Buffalo","458","32",2,20,"4e+05","41","2700000",20,"20","120","190000","14000","3700000",10,20,"<",">","OK","OK","<","<","OK","OK","OK","OK","OK","OK"
"235","Upstate Buffalo","458","33",2,20,"20","20","20",20,"20","120","90","810","3200",20,60,"<","<","<","<","<","<","OK","OK","OK","OK","OK","OK"
"236","Upstate Buffalo","458","34",2,20,"4e+05","200","4.2e+07",20,"20","150","4e+05","5500","4.5e+07",100,80,"<",">","<","OK","<","<","OK",">","OK","OK","OK","OK"
"237","Upstate Buffalo","458","34-1",2,4800,"9.2e+07","3.6e+08","9.8e+08",27000,"20","3e+06","8.7e+07","1.9e+08","2.1e+09",58000,100,"OK","OK","OK","OK","OK","<","OK","OK","OK","OK","OK","OK"
"238","Upstate Buffalo","Aim2","Prelim",1,0,"0","0","0",0,"0","31","143","674","337",0,0,"OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK"
"239","Upstate Buffalo","Aim2","Prelim",1,0,"0","0","0",0,"0","10","929","419","1310",20,0,"OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK"
"240","Upstate Buffalo","Aim2","Prelim",1,0,"0","4e+05","32750000",0,"0","0","347","106150","1420",0,0,"OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK"
"241","Upstate Buffalo","Aim2","Prelim",1,0,"0","0","0",0,"0","0","644","1020","910",10,0,"OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK"
"242","Upstate Buffalo","Aim2","Prelim",1,0,"0","0","0",0,"0","72","440","1165","1330",0,0,"OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK"
"243","Upstate Buffalo","Aim2","Prelim",1,0,"0","0","0",0,"0","10","532","552","1020",0,0,"OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK"
"244","Upstate Buffalo","Aim2","Prelim",1,8710000,"2080000","106550000","NotTested",7555,"0","8270000","2025000","3.86e+08","NotTested",7760,0,"OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK"
"245","Upstate Buffalo","Aim2","Prelim",1,582,"16100000","0","5100000",0,"0","3210","17700000","214500","5005000",62,0,"OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK"
"246","Upstate Rochester","434","21",0,4610000,"4030000","NotTested","100",2590,"10","16300000","2700000","287000","14600000",3590,2110,"OK","OK","OK","<","OK","<","OK","OK","OK","OK","OK","OK"
"247","Upstate Rochester","434","22",0,1.54e+08,"1.72e+09","2.01e+10","4.66e+09",4e+05,"10","2.03e+08","1.71e+09","1.63e+10","4.54e+09",4e+05,72,"OK","OK","OK","OK",">","OK","OK","OK","OK","OK",">","OK"
"248","Upstate Rochester","434","22-1",0,41100000,"4.95e+08","2.57e+08","5e+08",174000,"10","28900000","4.35e+08","2.11e+08","3.57e+08",1360000,1270,"OK","OK","OK","OK","OK","<","OK","OK","OK","OK","OK","OK"
"249","Upstate Rochester","434","22-2",0,10,"10","10","10",10,"10","92","113","174","90500",256,297,"<","<","<","<","<","<","OK","OK","OK","OK","OK","OK"
"250","Upstate Rochester","434","23",0,130000,"85700000","4.66e+09","1.72e+08",235,"10","225000","1.22e+08","1.05e+09","2.12e+08",256,31,"OK","OK","OK","OK","OK","<","OK","OK","OK","OK","OK","OK"
"251","Upstate Rochester","434","23-1",0,10,"10","10","10",10,"10","82","286","2400","481",121,327,"<","<","<","<","<","<","OK","OK","OK","OK","OK","OK"
"252","Upstate Rochester","434","23-2",0,45700,"6940000","2630000","8.08e+08",10,"10","31800","2350000","2130000","5.93e+08",112,154,"OK","OK","OK","OK","<","<","OK","OK","OK","OK","OK","OK"
"253","Upstate Rochester","434","24",0,10,"5.23e+08","1.18e+11","1.23e+11",4e+05,"10","NotTested","5.83e+08","1.01e+11","1.63e+11",4e+05,532,"<","OK","OK","OK",">","<","OK","OK","OK","OK",">","OK"
"254","Upstate Rochester","436","82",0,10,"10","10","10",10,"10","143","1760","399","92",51,61,"<","<","<","<","<","<","OK","OK","OK","OK","OK","OK"
"255","Upstate Rochester","436","82-1",0,10,"10","10","10",10,"10","41","72","112","20",51,20,"<","<","<","<","<","<","OK","OK","OK","OK","OK","OK"
"256","Upstate Rochester","436","82-2",0,10,"10","10","10",10,"10","41","2620","4620","15500",10,31,"<","<","<","<","<","<","OK","OK","OK","OK","OK","OK"
"257","Upstate Rochester","436","83",0,10,"10","10","10",10,"10","2430","4610","33700","8840",163,133,"<","<","<","<","<","<","OK","OK","OK","OK","OK","OK"
"258","Upstate Rochester","436","83-1",0,10,"10","10","10",10,"1","102","112","112000","4180000",113,174,"<","<","<","<","<","<","OK","OK","OK","OK","OK","OK"
"259","Upstate Rochester","436","83-2",0,10,"113","238000","85300000",10,"10","92","235","2870000","2.91e+08",123,123,"<","OK","OK","OK","<","<","OK","OK","OK","OK","OK","OK"
"260","Upstate Rochester","439","22",1,10,"10","10","10",10,"10","82","890","37300","202000",72,61,"<","<","<","<","<","<","OK","OK","OK","OK","OK","OK"
"261","Upstate Rochester","439","22-1",0,10,"10","10","10",10,"10","31","286","898","68600",62,10,"<","<","<","<","<","<","OK","OK","OK","OK","OK","OK"
"262","Upstate Rochester","439","22-2",0,10,"10","4e+05","10",10,"10","164","409","4e+05","2500000",92,123,"<","<",">","<","<","<","OK","OK",">","OK","OK","OK"
"263","Upstate Rochester","439","23",1,10,"10","10","10",10,"10","20","20","10200","31",41,10,"<","<","<","<","<","<","OK","OK","OK","OK","OK","OK"
"264","Upstate Rochester","439","23-1",0,10,"10","10","10",10,"10","21","10","51","3200",21,20,"<","<","<","<","<","<","OK","<","OK","OK","OK","OK"
"265","Upstate Rochester","439","23-2",0,1550000,"70100000","2.25e+08","2.83e+08",450,"10","1400000","51700000","2.17e+08","2.57e+08",368,21,"OK","OK","OK","OK","OK","<","OK","OK","OK","OK","OK","OK"
"266","Upstate Rochester","441","82",2,10,"10","10","10",10,"10","266","79000","2530000","9910000",20,10,"<","<","<","<","<","<","OK","OK","OK","OK","OK","OK"
"267","Upstate Rochester","441","82-1",2,10,"10","10","10",10,"10","31","41","4e+05","592000",31,10,"<","<","<","<","<","<","OK","OK",">","OK","OK","<"
"268","Upstate Rochester","441","82-2",2,10,"4e+05","2.64e+08","4.63e+08",10,"10","18400","13900000","2.71e+08","6.34e+08",133,10,"<",">","OK","OK","<","<","OK","OK","OK","OK","OK","OK"
"269","Upstate Rochester","441","83",2,10,"6630","10","10",10,"10","61","4750","39000","1260000",21,31,"<","OK","<","<","<","<","OK","OK","OK","OK","OK","OK"
"270","Upstate Rochester","441","83-1",2,10,"10","10","10",10,"10","72","41","72","572",51,51,"<","<","<","<","<","<","OK","OK","OK","OK","OK","OK"
"271","Upstate Rochester","441","83-2",2,24300000,"93100000","5.05e+08","4.18e+08",25000,"10","24300000","1.07e+08","6.07e+08","8.59e+08",26500,41,"OK","OK","OK","OK","OK","<","OK","OK","OK","OK","OK","OK"
"272","Upstate Rochester","458","21",2,20,"20","100","20",20,"20","95","7700","150000","4600000",40,110,"<","<","OK","<","<","<","OK","OK","OK","OK","OK","OK"
"273","Upstate Rochester","458","22",2,20,"20","20","200",20,"20","200","14000","98000","93000",90,80,"<","<","<","OK","<","<","OK","OK","OK","OK","OK","OK"
"274","Upstate Rochester","458","22-1",2,20,"20","2200","20000",20,"20","11000","2900000","2.1e+07","1.6e+07",660,130,"<","<","OK","<","<","<","OK","OK","OK","OK","OK","OK"
"275","Upstate Rochester","458","23",2,63,"67000","20","20",20,"20","180","47000","11000","4000",70,90,"OK","OK","<","<","OK","<","OK","OK","OK","OK","OK","OK"
"276","Upstate Rochester","458","23-1",2,20,"170","20","20",20,"20","170","190","500","1400",200,200,"<","OK","<","<","<","<","OK","OK","OK","OK","OK","OK"
"277","Upstate Rochester","458","23-2",2,20,"20","200","41",20,"20","1100","240","1900","4e+05",110,120,"<","<","OK","OK","<","<","OK","OK","OK",">","OK","OK"
"278","Upstate Rochester","458","24",2,63,"14000","200","940000",20,"20","200","2800","110000","490000",140,10,"OK","OK","<","OK","<","<","OK","OK","OK","OK","OK","OK"
"279","Upstate Rochester","Aim2","Prelim",2,0,"0","0","0",0,"0","0","45700","224","16600",10,0,"OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK"
"280","Upstate Rochester","Aim2","Prelim",2,0,"0","0","0",0,"0","1086","28450","4e+05","1810000",184,112,"OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK"
"281","Upstate Rochester","Aim2","Prelim",2,0,"0","0","0",0,"0","41","1440","889","8650",0,20,"OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK"
"282","Upstate Rochester","Aim2","Prelim",2,0,"0","0","0",0,"0","41","61","818","77950",20,0,"OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK"
"283","Upstate Rochester","Aim2","Prelim",2,0,"0","0","0",0,"0","20","276","3105","15200",41,51,"OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK"
"284","Upstate Rochester","Aim2","Prelim",2,296,"296500","0","NotTested",0,"0","552","3935000","6895000","NotTested",41,10,"OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK"
